Date,Close,Open,High,Low,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_Entry/Exit,side,cost/proceeds,shares
2020-05-27,294.8590393066406,293.4893153027516,294.89790492508746,288.38929236404545,4.620964823679913,1.3190557032146444,3.301909120465268,,buy,-29485.903930664062,100.0
2020-05-28,294.3150329589844,295.9470331496014,298.0744736160692,293.6058762549018,4.971238552971499,1.3354635460049846,3.6357750069665147,0.0,hold,,100.0
2020-05-29,295.62646484375,293.8195842486089,296.24816647889907,290.91500938783116,5.29363289518443,1.326286310574332,3.967346584610098,0.0,hold,,100.0
2020-06-01,296.8212890625,294.9464308173911,297.4624382871762,294.4024308047769,5.581208367129818,1.291089426015776,4.290118941114042,0.0,hold,,100.0
2020-06-02,299.279052734375,297.7927614940795,299.3276421697564,296.3842014920817,5.938974190858971,1.3190841997959426,4.619889991063029,0.0,hold,,100.0
2020-06-03,303.26190185546875,301.3773197432636,304.27220032647455,301.08590174478985,6.469314590154454,1.47953967927314,4.989774910881314,0.0,hold,,100.0
2020-06-04,302.4653625488281,302.22250430051525,304.05852688773615,300.2504965100459,6.747557470096581,1.406226047372213,5.341331422724368,0.0,hold,,100.0
2020-06-05,310.21734619140625,308.1676372173638,312.092204376775,308.0996298065097,7.507050644158994,1.7325753771477004,5.774475267011294,0.0,hold,,100.0
2020-06-08,313.9670715332031,311.0721913129793,314.17106410655623,310.49904955732814,8.315668108149964,2.0329542729109358,6.282713835239028,0.0,hold,,100.0
2020-06-09,311.6259460449219,311.149923798775,314.0448043065908,310.23677456630213,8.66767841154899,1.90797166104797,6.759706750501021,0.0,hold,,100.0
2020-06-10,309.8871154785156,312.2379962952551,313.1802874560523,309.12939895251856,8.705982867187572,1.5570208933492404,7.148961973838332,0.0,hold,,100.0
2020-06-11,292.0224304199219,302.56248333504425,303.23277440903996,291.43959439538605,7.211676919014508,0.05017195614094039,7.161504962873567,0.0,hold,,100.0
2020-06-12,295.5196228027344,299.43449658270737,300.25049674017026,290.0698979363918,6.2377183529036415,-0.7390292879759413,6.976747640879583,-2.0,sell,29551.962280273438,0.0
2020-06-15,298.2784423828125,289.50640500229497,299.47331545137314,288.26297214992826,5.623637068430924,-1.0824884579589282,6.706125526389852,0.0,hold,,0.0
2020-06-16,304.0196533203125,306.46768337261716,306.62311620496837,298.8807942653014,5.536420557736562,-0.9357639749226321,6.4721845326591945,0.0,hold,,0.0
2020-06-17,302.7568054199219,305.09796245392357,305.40882812180854,301.9796412502095,5.304255418469268,-0.9343432913519418,6.2385987098212095,0.0,hold,,0.0
2020-06-18,302.8733825683594,301.15395681372934,303.37851706090476,300.6682403088955,5.071211900474566,-0.9339094474773155,6.0051213479518815,0.0,hold,,0.0
2020-06-19,301.1424560546875,306.53811875342666,306.74300904480623,299.083697206224,4.692756751092077,-1.0498916774878442,5.742648428579921,0.0,hold,,0.0
2020-06-22,303.07427978515625,300.50816411900564,303.49382689279213,299.2982962639693,4.496873193737542,-0.9966201878739032,5.4934933816114455,0.0,hold,,0.0
2020-06-23,304.4696044921875,305.8746260943471,306.8601004923692,304.0402906817366,4.403464705844215,-0.8720229406137854,5.275487646458,0.0,hold,,0.0
2020-06-24,296.7030029296875,302.31332318813503,302.9670605632742,294.76135379472635,3.6605415242372032,-1.2919568977766378,4.952498422013841,0.0,hold,,0.0
2020-06-25,299.8837585449219,296.0980080184079,300.16672210677075,293.96120583747586,3.2904991202136102,-1.3295994414401848,4.620098561653795,0.0,hold,,0.0
2020-06-26,292.7611389160156,298.72272957563194,298.94715310857697,292.1464679606508,2.394895111106166,-1.7801627604381034,4.175057871544269,0.0,hold,,0.0
2020-06-29,297.06396484375,294.08806820073244,297.21031504687215,291.66830232957886,2.0091641795607984,-1.7327149535867772,3.7418791331475756,0.0,hold,,0.0
2020-06-30,300.8692626953125,296.6054240931952,302.6645913684323,296.43957043098544,1.9876134016420792,-1.4034125852043973,3.3910259868464765,0.0,hold,,0.0
2020-07-01,302.976806640625,302.04990200059905,304.3135514767805,301.5620480501932,2.116201187780405,-1.0198598392528573,3.136061027033262,0.0,hold,,0.0
2020-07-02,304.6452331542969,306.6063854302174,308.0309401450739,303.94272240249705,2.325924204360774,-0.6481094581379905,2.9740336624987647,0.0,hold,,0.0
2020-07-06,309.3481140136719,308.6846399247424,309.9628146281526,307.8943190707631,2.838889437422438,-0.10811538006106147,2.9470048174834993,0.0,hold,,0.0
2020-07-07,306.1575622558594,307.7187005379441,309.8066995414464,305.75751852395894,2.9539163095692516,0.005529193668601717,2.94838711590065,2.0,hold,,0.0
2020-07-08,308.499267578125,306.9673992726233,308.616347743293,305.1038236833039,3.1971769181890295,0.19903184183070355,2.998145076358326,0.0,hold,,0.0
2020-07-09,306.7430114746094,309.1432442356393,309.39693778256304,303.13288083891376,3.211230447531534,0.17046829693856624,3.040762150592968,0.0,hold,,0.0
2020-07-10,309.87506103515625,306.6747403901429,310.15802465678985,305.1624050915243,3.435495936062523,0.3157870283756439,3.119708907686879,0.0,hold,,0.0
2020-07-13,307.1918640136719,312.35336701349655,314.87068023126807,306.4991197592692,3.3580073577156213,0.1906387600229933,3.167368597692628,0.0,hold,,0.0
2020-07-14,311.1727294921875,305.6892269117439,311.99232043104246,304.4208187441384,3.576590961482509,0.32737789103190496,3.249213070450604,0.0,hold,,0.0
2020-07-15,314.03155517578125,314.57794915087806,315.1926498169216,311.51421242686376,3.935141520828836,0.5487427603025852,3.3863987605262507,0.0,hold,,0.0
2020-07-16,312.9972839355469,312.0215762277062,313.4753711839932,311.33856892172327,4.088706315730178,0.5618460441631417,3.5268602715670365,0.0,hold,,0.0
2020-07-17,313.90472412109375,314.0608409469741,314.7340817314783,311.9728118990939,4.234814060830672,0.5663630314109085,3.6684510294197636,0.0,hold,,0.0
2020-07-20,316.4416198730469,313.62180951242937,317.2319409563786,312.83148842909765,4.503399401896161,0.6679586979811178,3.835440703915043,0.0,hold,,0.0
2020-07-21,317.1147766113281,318.51979811468306,318.98811876497695,316.07076220132024,4.716207834538068,0.7046137044984198,4.011594130039648,0.0,hold,,0.0
2020-07-22,318.9197692871094,316.7341938090224,319.25153607153504,316.6171136621581,4.973180149524524,0.7692688155878997,4.203911333936624,0.0,hold,,0.0
2020-07-23,315.1145935058594,318.53933752914617,319.28088501085244,313.6705649693661,4.814290531713027,0.48830335822112225,4.325987173491905,0.0,hold,,0.0
2020-07-24,313.08514404296875,313.15345073972003,314.1681654789926,311.4947354610676,4.473047249701779,0.11764806096789826,4.35539918873388,0.0,hold,,0.0
2020-07-27,315.36822509765625,313.81685352071617,315.5536119316523,312.9777294653286,4.336842628560362,-0.014845248138815492,4.351687876699177,-2.0,sell,0.0,0.0
2020-07-28,313.36810302734375,314.5974746694853,315.7781026059038,313.0558693693038,4.021153000933964,-0.26442790061217103,4.285580901546135,0.0,hold,,0.0
2020-07-29,317.2220764160156,314.29495337362926,317.8172735849432,314.25591672905153,4.035432189771029,-0.20011896942008534,4.235551159191115,0.0,hold,,0.0
2020-07-30,316.0903015136719,314.08034575805937,316.5293819493962,311.8752663014227,3.9103477194162224,-0.2601627518199141,4.1705104712361365,0.0,hold,,0.0
2020-07-31,318.58807373046875,317.9831397088068,318.6954170632159,313.52414828609176,3.9670371833622653,-0.16277863029909767,4.129815813661363,0.0,hold,,0.0
2020-08-03,320.8029479980469,320.3443641808819,321.6127723000686,319.768700202098,4.142928731350651,0.01049033415142997,4.132438397199221,2.0,hold,,0.0
2020-08-04,322.0421447753906,319.8955755003345,322.0421447753906,319.8955755003345,4.332375940857844,0.15995003492689897,4.172425905930945,0.0,hold,,0.0
2020-08-05,324.04229736328125,323.41785986610637,324.31552412757844,323.134896271826,4.590987767957529,0.33484948962126637,4.2561382783362625,0.0,hold,,0.0
2020-08-06,326.2083740234375,323.4276306284857,326.33522080099453,323.08612694496424,4.914077363014371,0.5263512677424869,4.387726095271884,0.0,hold,,0.0
2020-08-07,326.4425354003906,325.18386411822644,326.74500240813177,324.22765984380334,5.129888895046463,0.5937302398196627,4.5361586552268,0.0,hold,,0.0
2020-08-10,327.4183349609375,326.92071436127105,327.6134586917665,324.87172164197665,5.318353292265726,0.6257557096311404,4.692597582634586,0.0,hold,,0.0
2020-08-11,324.715576171875,328.6672110199928,329.3404518509408,323.9447883722323,5.189797879081937,0.3977602371578808,4.792037641924056,0.0,hold,,0.0
2020-08-12,329.24285888671875,327.29144318908584,330.06244990657564,327.26217314467095,5.391085588123872,0.4792383569598524,4.911847231164019,0.0,hold,,0.0
2020-08-13,328.6476135253906,328.43295663901137,330.03313156951754,327.6719058193462,5.439868800422687,0.4224172554069341,5.017451545015753,0.0,hold,,0.0
2020-08-14,328.6573791503906,328.2378319843398,329.2233062929003,327.4670145615181,5.416875483273088,0.319539150605868,5.09733633266722,0.0,hold,,0.0
2020-08-17,329.701416015625,329.73068605766497,330.1209632102774,328.6671681618949,5.420414993464874,0.2584629286381226,5.161952064826751,0.0,hold,,0.0
2020-08-18,330.4136962890625,330.12096608987116,330.86251352966985,328.4329809142067,5.418237081741552,0.20502801353184008,5.213209068209712,0.0,hold,,0.0
2020-08-19,329.0379333496094,330.81369881440224,331.3600927691443,328.442736141907,5.245036978164535,0.025462327963857945,5.219574650200677,0.0,hold,,0.0
2020-08-20,330.06243896484375,327.2133590392023,330.56979630996256,327.0767754285409,5.131293333806127,-0.0706250531156396,5.201918386921767,-2.0,sell,0.0,0.0
2020-08-21,331.2332763671875,329.7111746653626,331.4674366978567,329.3501377872644,5.0771018002785695,-0.09985326931455774,5.176955069593127,0.0,hold,,0.0
2020-08-24,334.5897521972656,333.80916804411714,334.66779572446006,331.2040447346012,5.244538393785717,0.05406665935407151,5.190471734431646,2.0,hold,,0.0
2020-08-25,335.7605895996094,335.1849255257903,335.84839973531996,333.9555240733596,5.409354225423726,0.17510599279366357,5.234248232630063,0.0,hold,,0.0
2020-08-26,339.12677001953125,336.38503346077306,339.4097038449979,335.80936942712253,5.745365588832726,0.4088938849621302,5.336471703870596,0.0,hold,,0.0
2020-08-27,339.8682861328125,340.04393616740555,341.40015453079064,338.11202399679524,6.002300385852777,0.5326629455857441,5.469637440267033,0.0,hold,,0.0
2020-08-28,342.06365966796875,340.95136815476,342.2002730654417,339.6926966367612,6.310329806426751,0.6725538929277732,5.637775913498977,0.0,hold,,0.0
2020-08-31,340.824462890625,341.83920726153355,342.7661117341417,340.58053595948024,6.380897503482345,0.5944972719866932,5.7864002314956515,0.0,hold,,0.0
2020-09-01,344.0345458984375,341.7025901694735,344.14185945437987,340.75615249588043,6.619543802328792,0.6665148566665122,5.95302894566228,0.0,hold,,0.0
2020-09-02,349.0106506347656,346.0542575419612,350.0351317929337,344.84435976541516,7.12803522566395,0.9400050240013362,6.188030201662614,0.0,hold,,0.0
2020-09-03,336.999755859375,347.22515529072405,347.7227758333343,334.26775595481337,6.487060715132827,0.23922441077617052,6.247836304356657,0.0,hold,,0.0
2020-09-04,334.24822998046875,337.7217473849523,339.3804327880826,326.73526796978007,5.69145114856309,-0.4451081246348547,6.136559273197944,-2.0,sell,0.0,0.0
2020-09-08,325.11553955078125,328.53051634502043,334.3164853720554,324.7935691260105,4.274716768414521,-1.4894740038267393,5.76419077224126,0.0,hold,,0.0
2020-09-09,331.5357666015625,329.35016084940276,334.140889791389,328.4329931217421,3.6281798333927213,-1.7088087510788323,5.336988584471554,0.0,hold,,0.0
2020-09-10,325.7790832519531,333.51643876056545,334.20918294339344,324.7643388287167,2.621064419564732,-2.1727393319254578,4.79380375149019,0.0,hold,,0.0
2020-09-11,325.9449462890625,327.6622015507442,328.7842595689497,322.95928279397265,1.8153754410977854,-2.382742648313924,4.198118089411709,0.0,hold,,0.0
2020-09-14,330.238037109375,329.2915993997315,332.1114090930849,326.10104577298904,1.5059183816275663,-2.1537597662273145,3.6596781478548808,0.0,hold,,0.0
2020-09-15,331.90655517578125,332.8334597751881,333.71159089218855,330.2478399065931,1.3794059627629736,-1.8242177480735262,3.2036237108364998,0.0,hold,,0.0
2020-09-16,330.58935546875,333.2140120831479,334.7263474068752,330.2966252350906,1.1594910600971957,-1.6353061205914434,2.794797180688639,0.0,hold,,0.0
2020-09-17,327.68170166015625,325.45708908294733,329.4965336389587,324.9009284945854,0.7420298945299919,-1.6422138289269177,2.3842437234569096,0.0,hold,,0.0
2020-09-18,323.9091796875,328.5329563448212,328.6505051749805,321.28382282917636,0.10556107588763552,-1.8229461180554194,1.928507193943055,0.0,hold,,0.0
2020-09-21,320.3042297363281,319.0601313441848,320.4609714849766,315.17106452367466,-0.6818741607591505,-2.0883050837617647,1.406430923002614,0.0,hold,,0.0
2020-09-22,323.56634521484375,321.8716328979987,324.1541193268514,319.2168586395936,-1.0308142178428739,-1.9497961126763903,0.9189818948335164,0.0,hold,,0.0
2020-09-23,316.0625305175781,324.1541181218159,324.4480201244437,315.5335308291945,-1.8910480365041167,-2.2480239450701065,0.3569759085659899,0.0,hold,,0.0
2020-09-24,316.90496826171875,314.6714506704055,320.1376808638666,313.28038634197463,-2.47626698564909,-2.266594315372064,-0.20967267027702619,0.0,hold,,0.0
2020-09-25,322.0283508300781,316.0037039970038,322.8609983737692,315.082894827349,-2.4978494106013045,-1.8305413922594225,-0.6673080183418819,0.0,hold,,0.0
2020-09-28,327.3770446777344,326.4268183674088,328.13133632586477,325.3786247259857,-2.0596167652596478,-1.1138469975342127,-0.9457697677254351,0.0,hold,,0.0
2020-09-29,325.5940856933594,327.1614730388816,327.9451517639292,324.8593756778421,-1.8350310303094943,-0.7114090100672474,-1.1236220202422469,0.0,hold,,0.0
2020-09-30,328.06280517578125,326.2994827997896,331.3934853587427,326.09377231932575,-1.4412266236418532,-0.25408368271968484,-1.1871429409221683,0.0,hold,,0.0
2020-10-01,330.1689147949219,330.8056575375775,331.8342396683728,328.1803007520696,-0.9482574280175982,0.19110841032365622,-1.1393658383412544,2.0,hold,,0.0
2020-10-02,327.0341491699219,324.93779194145964,330.13953694720624,324.43817951754653,-0.8012884222946468,0.27046193283728615,-1.071750355131933,0.0,hold,,0.0
2020-10-05,332.8334655761719,329.20888395931274,333.02937032316777,329.15991524642106,-0.21438674241437639,0.6858908901740453,-0.9002776325884216,0.0,hold,,0.0
2020-10-06,328.1019592285156,332.98044547138693,335.19438166161325,327.5631837340215,-0.12956243699454717,0.6165721564750996,-0.7461345934696467,0.0,hold,,0.0
2020-10-07,333.8131103515625,331.2269163266981,334.6653693248463,331.19752911711697,0.39396225013859976,0.9120774748865972,-0.5181152247479974,0.0,hold,,0.0
2020-10-08,336.77154541015625,335.86051198251334,336.84012553363897,334.89067423800446,1.0356420837616156,1.2430058468076903,-0.20736376304607484,0.0,hold,,0.0
2020-10-09,339.77899169921875,338.51528175266014,340.2687985115586,337.8589573655686,1.7664907504426424,1.5790836107909738,0.1874071396516686,0.0,hold,,0.0
2020-10-12,345.2452087402344,342.46310974504877,346.8027907536252,341.94391574058517,2.75501353529728,2.0540851165164895,0.7009284187807909,0.0,hold,,0.0
2020-10-13,342.9920959472656,345.09825909393976,345.28438805947883,341.9732894878043,3.3183655395442315,2.0939496966107525,1.224415842933479,0.0,hold,,0.0
2020-10-14,340.8369140625,343.5994312764616,344.75536801861074,340.06304093087857,3.549998719704604,1.8604663014168998,1.689532418287704,0.0,hold,,0.0
2020-10-15,340.4156799316406,336.7029365193635,340.9250681723488,336.134773862244,3.6574191584546156,1.5743093921335292,2.0831097663210865,0.0,hold,,0.0
2020-10-16,340.2099609375,341.84589864561593,343.5994150790347,340.0238319917244,3.683489848444651,1.2803040656988518,2.4031857827457994,0.0,hold,,0.0
2020-10-19,335.03759765625,341.5422152643816,342.20834521968237,334.0873714364656,3.2493283341382266,0.6769140411139416,2.572414293024285,0.0,hold,,0.0
2020-10-20,336.3796691894531,336.4580251109853,339.80831624350884,335.6547648074189,2.979203756243294,0.3254315705752071,2.6537721856680867,0.0,hold,,0.0
2020-10-21,335.7429504394531,336.33069463154936,338.6230165624525,335.41966123836823,2.682824272066398,0.023241669118649,2.659582602947749,0.0,hold,,0.0
2020-10-22,337.5845947265625,335.96823842662036,338.20175601636976,333.705333627615,2.5669564224998567,-0.07410094435831427,2.641057366858171,-2.0,sell,0.0,0.0
2020-10-23,338.730712890625,338.8776489183443,338.936423329432,336.134743416159,2.5383519332490323,-0.082164346887311,2.6205162801363433,0.0,hold,,0.0
2020-10-26,332.4710693359375,335.15520099530977,335.98787852258073,328.7779069832666,1.9876691360746008,-0.5062777152493942,2.493946851323995,0.0,hold,,0.0
2020-10-27,331.3248596191406,332.83347269086005,333.18611918024834,331.0995377650782,1.4421354670216715,-0.8414491074418589,2.2835845744635304,0.0,hold,,0.0
2020-10-28,320.00054931640625,325.3296491450257,331.35426618753087,319.4813553575172,0.09492467119775938,-1.7509279226126169,1.8458525938103763,0.0,hold,,0.0
2020-10-29,323.25286865234375,320.2454480774698,326.60313003073924,318.46254435926136,-0.7022198476914809,-2.038457953201486,1.336238105510005,0.0,hold,,0.0
2020-10-30,319.88299560546875,321.5875135019934,322.9687721026165,316.0233160848304,-1.5875825503019882,-2.3390565246495947,0.7514739743476064,0.0,hold,,0.0
2020-11-02,323.4684143066406,323.4684143066406,325.5843533198966,320.56873660097295,-1.9771343719083916,-2.1828866770047983,0.20575230509640685,0.0,hold,,0.0
2020-11-03,329.1795349121094,326.88724282806606,331.3542781552427,323.5565627887407,-1.8042193761847898,-1.6079773450249573,-0.1962420311598325,0.0,hold,,0.0
2020-11-04,336.53643798828125,333.91105102668894,340.84673150944883,332.6669526151076,-1.0613083007957584,-0.6920530157087408,-0.3692552850870177,0.0,hold,,0.0
2020-11-05,343.099853515625,342.12023992756497,345.0101119705159,341.74798198083266,0.05641652456256452,0.3405374477196658,-0.2841209231571013,2.0,hold,,0.0
2020-11-06,343.0214538574219,342.79613199853367,344.343938011812,340.56261449828185,0.9252298306754483,0.9674806030660397,-0.042250772390591385,0.0,hold,,0.0
2020-11-09,347.33172607421875,356.54989179181365,356.95153687483986,346.84191937229826,1.9392194657997948,1.585176190552309,0.35404327524748586,0.0,hold,,0.0
2020-11-10,346.8223571777344,346.2835518383639,347.93910097467085,343.3643228654487,2.6709230062397182,1.8535037847937859,0.8174192214459324,0.0,hold,,0.0
2020-11-11,349.3987731933594,349.1342584054457,350.2706136951593,347.8215798540781,3.4192832057655096,2.0814911874556614,1.337792018309848,0.0,hold,,0.0
2020-11-12,346.0092468261719,348.3309258423897,349.4476994881512,344.09901859929477,3.6962495412790872,1.8867660183753914,1.8094835229036959,0.0,hold,,0.0
2020-11-13,350.79962158203125,348.0272984676304,351.5833004713373,347.4787172660295,4.253261613259667,1.955022472284777,2.29823914097489,0.0,hold,,0.0
2020-11-16,355.178466796875,353.6208849503445,355.3841772570576,352.2592078626538,4.990506454733293,2.153813851006722,2.8366926037265707,0.0,hold,,0.0
2020-11-17,353.26824951171875,352.63150665465747,354.54176512127566,351.0347317130473,5.358866060436867,2.017738765368237,3.34112729506863,0.0,hold,,0.0
2020-11-18,349.0166931152344,353.55230835842303,354.1302767302267,348.9775002049031,5.247241696405979,1.524891521069879,3.7223501753361,0.0,hold,,0.0
2020-11-19,350.48614501953125,348.3505945926984,350.87798447195587,346.93014294529615,5.217210318702826,1.1958881146933802,4.021322204009445,0.0,hold,,0.0
2020-11-20,348.0860595703125,350.21183406674976,350.42735023737737,348.00770364255345,4.942766265365776,0.737155249085065,4.205611016280711,0.0,hold,,0.0
2020-11-23,350.17266845703125,349.99634518425194,351.50495849626697,347.63547282503544,4.837871305533781,0.5058082314024555,4.332063074131326,0.0,hold,,0.0
2020-11-24,355.8152160644531,352.86656986789853,356.39318444102446,351.96534219086334,5.150673966023476,0.6548887135137198,4.495785252509756,0.0,hold,,0.0
2020-11-25,355.2666320800781,355.7270516164665,355.75643882536656,354.11069533610083,5.293288450946761,0.6380025587496041,4.655285892197157,0.0,hold,,0.0
2020-11-27,356.2560729980469,356.42259056015837,356.7556555798144,355.1882679202194,5.42363083058558,0.6146759507107378,4.808954879874842,0.0,hold,,0.0
2020-11-30,354.6788635253906,355.43315516251624,355.7172514499248,351.84779603919657,5.338125889970115,0.4233368080762183,4.914789081893897,0.0,hold,,0.0
2020-12-01,358.5581359863281,358.11732783201643,360.1842980449095,357.4903608186408,5.519759128366445,0.4839760371780386,5.0357830911884065,0.0,hold,,0.0
2020-12-02,359.31243896484375,357.3825992012618,359.4789565160521,356.7752436231023,5.659333451568671,0.49884028830421023,5.16049316326446,0.0,hold,,0.0
2020-12-03,359.2144775390625,359.20467183750173,360.6838977924677,358.04873507972655,5.696378138612658,0.42870798027855805,5.2676701583341,0.0,hold,,0.0
2020-12-04,362.31005859375,359.8316376370322,362.31005859375,359.7336703080433,5.907426702469934,0.5118052353086666,5.395621467161267,0.0,hold,,0.0
2020-12-07,361.5655517578125,361.496971636272,362.084745729388,360.2234860140476,5.946066180659727,0.4403557707987673,5.50571040986096,0.0,hold,,0.0
2020-12-08,362.62353515625,360.2234701713452,363.22108502942547,360.1745014555026,5.992975374209038,0.3898119714784629,5.6031634027305754,0.0,hold,,0.0
2020-12-09,359.3712158203125,363.31905700056217,363.4855745529001,358.48956965586024,5.701987298206063,0.07905911638039065,5.622928181825673,0.0,hold,,0.0
2020-12-10,359.25372314453125,357.9214330404017,360.3606614522976,357.0005938215663,5.399652640042234,-0.17862043342675094,5.578273073468985,-2.0,sell,0.0,0.0
2020-12-11,358.8324279785156,357.46097500070516,359.2634603280321,355.85442433967944,5.067638662254012,-0.4085075289719793,5.4761461912259914,0.0,hold,,0.0
2020-12-14,357.225830078125,361.12470221664586,362.2610274655412,357.0397011383822,4.621601227063934,-0.6836359713296458,5.30523719839358,0.0,hold,,0.0
2020-12-15,362.05535888671875,359.91000287670045,362.05535888671875,358.46019399370044,4.604735435198165,-0.5604014105563317,5.165136845754497,0.0,hold,,0.0
2020-12-16,362.62353515625,362.28066445905915,363.59334293520806,361.3500196946028,4.584370480904681,-0.464613091879853,5.048983572784534,0.0,hold,,0.0
2020-12-17,364.6513366699219,364.3574645643971,364.8668528457844,363.4855941589519,4.677933438250761,-0.29684010762701885,4.97477354587778,0.0,hold,,0.0
2020-12-18,363.1953430175781,364.95633435073586,365.1334092272675,361.0703544305937,4.581780325007287,-0.3143945766963947,4.896174901703682,0.0,hold,,0.0
2020-12-21,361.8966979980469,359.05356268604703,372.324870021039,356.16121989797705,4.350637054383867,-0.43643027785585176,4.787067332239719,0.0,hold,,0.0
2020-12-22,361.2867431640625,362.2410199073696,362.3590698099867,360.0963666155212,4.07130462421128,-0.5726101664227512,4.643914790634031,0.0,hold,,0.0
2020-12-23,361.6114196777344,362.30990163467874,363.62817561909606,361.2670874377088,3.831957916486317,-0.6495654993181716,4.481523415804489,0.0,hold,,0.0
2020-12-24,363.01824951171875,362.1131501511133,363.04776198962617,361.49338811505737,3.7129922727861526,-0.6148249144146689,4.3278171872008215,0.0,hold,,0.0
2020-12-28,366.1368713378906,365.71381912804384,366.5500460247058,365.0546971200261,3.826251218723826,-0.4012527747815966,4.227503993505422,0.0,hold,,0.0
2020-12-29,365.4383544921875,367.7502652854639,367.937187648933,364.81856244730216,3.8156607160977956,-0.329474621926102,4.1451353380238976,0.0,hold,,0.0
2020-12-30,365.9597473144531,366.30407955070604,367.0517689753849,365.54657264924145,3.8054725905619193,-0.27173019796958275,4.077202788531502,0.0,hold,,0.0
2020-12-31,367.8191223144531,365.7531589257659,368.58647671335245,365.2120868581199,3.902449442742409,-0.139802676631275,4.042252119373684,0.0,hold,,0.0
2021-01-04,362.8116760253906,369.2259716595124,369.3637165769199,358.90603117782774,3.5345016948362513,-0.40620033962994606,3.9407020344661974,0.0,hold,,0.0
2021-01-05,365.31048583984375,362.1328654564637,366.461532588506,362.0836579752812,3.4052795790275354,-0.42833796435092975,3.833617543378465,0.0,hold,,0.0
2021-01-06,367.49444580078125,363.7166988534242,370.8688655938988,363.1362668247722,3.439449603935657,-0.31533435155424705,3.754783955489904,0.0,hold,,0.0
